,id_x,RA_x,DEC_x,pos_err,DET_ML_F,rate_F,rate_F_err,flux_F,flux_F_err,snr_F,exptime_F,cts_ap_F,cts_ap_F_err,DET_ML_S,rate_S,rate_S_err,flux_S,flux_S_err,snr_S,exptime_S,cts_ap_S,cts_ap_S_err,DET_ML_H,rate_H,rate_H_err,flux_H,flux_H_err,snr_H,exptime_H,cts_ap_H,cts_ap_H_err,HR,HR_lo_lim,HR_up_lim,ra,dec,GRI/IZY,Visible,Invisible,Saturated,"Visible, Near Saturated Object","Not Visible, Near Saturated Object","Visible, but near an object","Not Visible, but near an object",Unclear
2353,b'lid_1968 ',150.357164437,2.54007849221,0.636,21.85,9.3999995e-05,2.92e-05,1.61e-15,4.99e-16,3.22,161.43,12.29,4.93,19.17,7.02e-05,2.4100002e-05,5.19e-16,1.78e-16,2.91,161.06,10.1,4.52,-99.9,6.8400004e-05,-99.9,2.09e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.55,150.357164437,2.5400784922099997,B,,Y,,,,,Y,
2360,b'lid_1979 ',150.468864638,2.54626764805,0.511,14.08,0.000113999995,3.8399998e-05,1.95e-15,6.57e-16,2.97,155.09,13.98,5.22,11.21,5.12e-05,2.2799999e-05,3.79e-16,1.69e-16,2.24,145.84,6.97,3.85,-99.9,0.00011,-99.9,3.37e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.14,-0.54,0.38,150.46886463799999,2.54626764805,B,,Y,,,,,Y,
2365,b'lid_1987 ',150.323322894,2.51182864883,1.129,11.56,8.97e-05,3.06e-05,1.53e-15,5.23e-16,2.93,165.93,12.07,4.89,17.59,9.6899996e-05,3.01e-05,7.17e-16,2.23e-16,3.22,165.0,11.32,4.75,-99.9,6.46e-05,-99.9,1.98e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.66,150.323322894,2.51182864883,B,,Y,,,,,,
2368,b'lid_1991 ',150.147919755,2.69045044493,0.919,15.13,0.000121000005,3.37e-05,2.0699999e-15,5.7600003e-16,3.58,166.39,20.23,6.18,19.41,8.1700004e-05,2.49e-05,6.05e-16,1.84e-16,3.28,164.32,13.62,5.16,-99.9,9.63e-05,-99.9,2.95e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.42,-0.68,-0.08,150.147919755,2.6904504449299997,B,,Y,,,,,,
2370,b'lid_1994 ',150.214084591,2.65519090672,0.589,15.14,6.18e-05,3.05e-05,1.0599999e-15,5.22e-16,2.02,171.55,9.26,4.35,10.75,0.00010599999,3.75e-05,7.8400004e-16,2.78e-16,2.81,162.83,16.14,5.57,-99.9,9.32e-05,-99.9,2.85e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.14,-0.45,0.31,150.21408459100002,2.65519090672,B,,Y,,,,,Y,
2372,b'lid_1998 ',149.995496726,2.677305364,0.602,12.68,7.81e-05,2.8699998e-05,1.34e-15,4.9099996e-16,2.72,156.88,12.5,4.97,8.91,4.39e-05,2.1099999e-05,3.25e-16,1.5599999e-16,2.08,156.07,4.57,3.23,-99.9,0.000114999995,-99.9,3.52e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.11,-0.24,0.69,149.995496726,2.677305364,B,Y,,,,,,,
2375,b'lid_2001 ',150.033082847,2.58545037542,0.253,14.83,0.000146,4.24e-05,2.5e-15,7.25e-16,3.45,160.69,28.85,7.29,10.0,0.000111,3.69e-05,8.21e-16,2.73e-16,3.02,150.92,19.24,6.04,-99.9,0.000113999995,-99.9,3.49e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.55,-0.78,-0.26,150.033082847,2.58545037542,B,,Y,,,,,,
2403,b'lid_2035 ',150.320007425,2.62035396774,0.247,18.07,0.00022999999,5.3699998e-05,3.93e-15,9.18e-16,4.28,143.61,24.82,6.79,21.13,0.000176,4.5599998e-05,1.2999999e-15,3.37e-16,3.87,130.65,16.14,5.57,-99.9,0.00014199999,-99.9,4.35e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.51,-0.74,-0.19,150.320007425,2.6203539677400003,B,,Y,,,,,Y,
2542,b'lid_2218 ',149.777181426,2.44405924127,0.883,16.21,0.000123,3.37e-05,2.0999999e-15,5.7600003e-16,3.64,164.1,18.91,5.99,17.34,7.31e-05,2.46e-05,5.41e-16,1.8200001e-16,2.98,158.99,11.21,4.73,-99.9,0.000124,-99.9,3.79e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.21,-0.46,0.16,149.777181426,2.44405924127,B,,Y,,,,,Y,
2561,b'lid_2247 ',149.661778955,2.15366214446,1.565,11.37,8.87e-05,3.31e-05,1.52e-15,5.6599996e-16,2.68,161.18,12.61,4.99,11.42,6.62e-05,2.5199999e-05,4.9e-16,1.86e-16,2.63,158.64,9.43,4.38,-99.9,6.71e-05,-99.9,2.05e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.48,149.661778955,2.1536621444599997,B,,Y,,,Y,,,
2622,b'lid_2405 ',149.658617086,2.0723399097,0.426,13.41,0.00010599999,3.1400003e-05,1.81e-15,5.37e-16,3.4,157.46,17.55,5.79,12.94,5.75e-05,2.1500002e-05,4.2600003e-16,1.5900001e-16,2.68,151.87,8.75,4.24,-99.9,0.000136,-99.9,4.16e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.43,-99.0,149.658617086,2.0723399097,B,,Y,,,,,Y,
2678,b'lid_2498 ',150.192745235,1.78511496086,0.541,9.99,9.3999995e-05,3.65e-05,1.61e-15,6.2399996e-16,2.57,197.31,8.84,4.26,11.38,8.04e-05,3.41e-05,5.95e-16,2.52e-16,2.36,195.54,9.26,4.35,-99.9,7.62e-05,-99.9,2.33e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.34,150.192745235,1.7851149608599999,B,,Y,,,,,Y,
2682,b'lid_2514 ',150.101340939,1.74652056442,0.607,12.6,0.000109,3.3199998e-05,1.86e-15,5.6799997e-16,3.29,181.14,17.29,5.75,13.36,7.48e-05,2.48e-05,5.54e-16,1.84e-16,3.01,177.88,11.26,4.74,-99.9,0.00010499999,-99.9,3.2100001e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.12,-0.39,0.22,150.10134093899998,1.74652056442,B,,Y,,,,,,
2788,b'lid_2747 ',150.511708754,2.0153044894,1.332,6.6,0.000113,4.0500003e-05,1.93e-15,6.93e-16,2.79,129.88,14.04,5.23,16.14,0.000128,5.2199997e-05,9.47e-16,3.8599998e-16,2.45,125.1,11.63,4.81,-99.9,3.67e-05,-99.9,1.12e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.93,150.51170875399998,2.0153044894,B,,Y,,,,,Y,
2806,b'lid_2786 ',150.48134983,2.04356115889,0.638,23.68,0.00015,3.75e-05,2.57e-15,6.4099996e-16,4.0,169.62,17.95,5.85,22.85,9.58e-05,2.9300001e-05,7.0900003e-16,2.1700001e-16,3.27,165.8,12.08,4.89,-99.9,0.000101,-99.9,3.09e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.48,-0.74,-0.18,150.48134983,2.0435611588900002,B,,Y,,,,,Y,
2808,b'lid_2790 ',150.496816511,2.0053527949,0.691,12.96,9.39e-05,3.34e-05,1.61e-15,5.71e-16,2.81,168.05,12.94,5.04,10.41,7.4e-05,2.9e-05,5.48e-16,2.15e-16,2.55,160.35,8.66,4.23,-99.9,9.3500006e-05,-99.9,2.86e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.49,-0.72,-0.24,150.496816511,2.0053527949000003,B,,Y,,,,,,
2809,b'lid_2792 ',150.541517906,2.06299474243,0.611,26.04,0.000296,5.98e-05,5.06e-15,1.0199999e-15,4.95,149.0,41.58,8.66,12.38,0.00013300001,4.4200002e-05,9.84e-16,3.27e-16,3.0,138.25,17.24,5.74,-99.9,0.000152,-99.9,4.65e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.11,-0.48,0.36,150.541517906,2.06299474243,B,,Y,,,,,,
2812,b'lid_2795 ',150.58658014,2.18381873383,0.166,16.99,0.000141,3.63e-05,2.4100002e-15,6.21e-16,3.87,159.61,18.77,5.97,12.84,8.65e-05,2.74e-05,6.4e-16,2.03e-16,3.16,151.65,11.29,4.75,-99.9,0.000113999995,-99.9,3.49e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.37,-0.67,0.03,150.58658014,2.18381873383,B,,Y,,,,,,
2821,b'lid_2808 ',150.523620793,2.28317460594,0.921,15.5,1e-04,2.77e-05,1.7100001e-15,4.7399995e-16,3.61,170.68,16.39,5.61,19.56,7.47e-05,2.3699999e-05,5.53e-16,1.75e-16,3.15,163.64,11.31,4.75,-99.9,0.00011,-99.9,3.37e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.19,-0.46,0.16,150.523620793,2.28317460594,B,,Y,,,,,Y,
2837,b'lid_2826 ',150.47345654,1.8903201246,1.22,8.42,7.55e-05,2.86e-05,1.2899999e-15,4.89e-16,2.64,158.93,10.36,4.57,11.32,6.41e-05,2.73e-05,4.7399995e-16,2.02e-16,2.35,145.57,8.6,4.21,-99.9,7.12e-05,-99.9,2.18e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.53,150.47345654,1.8903201246,B,,Y,,,,,Y,
2952,b'lid_2964 ',150.306417639,2.44737214885,0.827,8.23,0.000132,4.3800002e-05,2.26e-15,7.49e-16,3.02,169.3,16.74,5.67,-99.9,1.5900001e-05,-99.9,1.18e-16,-99.9,0.0,-99.0,-99.0,-99.0,12.15,0.000145,4.35e-05,4.44e-15,1.33e-15,3.34,176.28,19.23,6.04,-99.0,0.68,-99.0,150.306417639,2.44737214885,B,,Y,,,,,,
2965,b'lid_3019 ',150.490958282,2.50191946452,0.948,14.52,0.000115999996,3.3199998e-05,1.98e-15,5.6799997e-16,3.5,164.24,14.77,5.35,-99.9,5e-05,-99.9,3.7e-16,-99.9,0.0,-99.0,-99.0,-99.0,14.51,0.00010700001,3.1400003e-05,3.27e-15,9.61e-16,3.39,163.15,12.66,4.99,-99.0,0.63,-99.0,150.490958282,2.5019194645200002,B,,Y,,,,,,
2973,b'lid_3027 ',150.389873453,2.6236964845,1.114,12.81,0.00011,3.4e-05,1.88e-15,5.81e-16,3.23,162.16,17.08,5.72,-99.9,7.56e-05,-99.9,5.5900003e-16,-99.9,0.0,-99.0,-99.0,-99.0,7.64,7.83e-05,3.0199999e-05,2.4e-15,9.24e-16,2.59,155.28,12.11,4.9,0.4,0.17,0.69,150.38987345299998,2.6236964845,B,,Y,,,,,,
2975,b'lid_3031 ',150.461251573,2.49354141531,0.591,16.02,9.0600006e-05,3.01e-05,1.55e-15,5.15e-16,3.01,166.77,14.25,5.27,-99.9,5.11e-05,-99.9,3.78e-16,-99.9,0.0,-99.0,-99.0,-99.0,15.19,6.9099995e-05,2.5399999e-05,2.11e-15,7.77e-16,2.72,165.61,10.76,4.65,0.31,0.17,0.85,150.461251573,2.4935414153099997,B,,Y,,,,,,
2989,b'lid_3050 ',150.174431574,2.68557387059,0.32,36.55,0.000227,4.0900002e-05,3.88e-15,6.9899996e-16,5.56,150.32,34.76,7.95,-99.9,7.82e-05,-99.9,5.79e-16,-99.9,0.0,-99.0,-99.0,-99.0,36.16,0.000203,3.97e-05,6.21e-15,1.21e-15,5.13,144.76,32.53,7.71,-0.03,-0.11,0.76,150.17443157399998,2.6855738705900003,B,,Y,,,,,Y,
3198,b'lid_3427 ',149.669068324,2.1393012698,0.46,11.92,0.000116999996,3.64e-05,2e-15,6.2199996e-16,3.23,161.98,15.75,5.51,-99.9,0.00011,-99.9,8.1400004e-16,-99.9,0.0,-99.0,-99.0,-99.0,7.52,6.58e-05,2.74e-05,2.01e-15,8.3800003e-16,2.41,172.3,10.48,4.59,-99.0,0.29,-99.0,149.669068324,2.1393012698,B,,Y,,,,,,
3231,b'lid_3503 ',149.921281688,1.79091237946,0.444,29.44,0.000113,2.79e-05,1.93e-15,4.77e-16,4.05,182.5,19.58,6.09,-99.9,5.44e-05,-99.9,4.03e-16,-99.9,0.0,-99.0,-99.0,-99.0,25.62,8.86e-05,2.3900002e-05,2.71e-15,7.3099997e-16,3.72,182.17,15.34,5.44,-99.0,-99.0,-0.15,149.921281688,1.7909123794599997,B,,Y,,,,,,
3243,b'lid_3524 ',150.229676693,1.72136529117,0.952,15.43,0.000123,3.68e-05,2.0999999e-15,6.29e-16,3.35,175.44,17.52,5.78,-99.9,6.2399995e-05,-99.9,4.62e-16,-99.9,0.0,-99.0,-99.0,-99.0,14.53,8.37e-05,2.7799999e-05,2.56e-15,8.51e-16,3.01,176.97,13.45,5.13,0.6,0.44,0.9,150.229676693,1.7213652911700001,B,,Y,,,,,Y,
3345,b'lid_3755 ',150.474063918,1.90758541588,0.608,25.72,0.00023599999,5.5e-05,4.04e-15,9.41e-16,4.28,117.03,23.37,6.6,-99.9,0.000121000005,-99.9,8.95e-16,-99.9,0.0,-99.0,-99.0,-99.0,25.89,0.00022100001,5.0799998e-05,6.76e-15,1.55e-15,4.35,114.6,21.61,6.37,0.72,0.63,0.93,150.47406391799998,1.90758541588,B,,Y,,,,,Y,Y
3357,b'lid_3770 ',150.439212948,1.97183541399,0.632,23.81,0.00023499998,4.8600003e-05,4.02e-15,8.3100004e-16,4.83,175.03,38.98,8.39,-99.9,0.00012699999,-99.9,9.4e-16,-99.9,0.0,-99.0,-99.0,-99.0,22.5,0.000195,4.36e-05,5.9699996e-15,1.33e-15,4.47,176.25,36.27,8.11,0.53,0.34,0.76,150.439212948,1.9718354139900003,B,,Y,,,,,,
3367,b'lid_3787 ',150.61227586,2.11474878636,0.86,45.74,0.000168,3.26e-05,2.8699998e-15,5.57e-16,5.17,178.3,32.32,7.68,-99.9,8.71e-05,-99.9,6.4499997e-16,-99.9,0.0,-99.0,-99.0,-99.0,44.31,0.000145,3e-05,4.44e-15,9.18e-16,4.84,179.39,24.11,6.7,-99.0,-99.0,-0.29,150.61227586,2.11474878636,B,Y,,,Y,,,,
3368,b'lid_3788 ',150.571902568,2.32730239064,1.059,11.54,0.000124,3.77e-05,2.1199998e-15,6.4499997e-16,3.29,163.5,15.19,5.42,-99.9,5.12e-05,-99.9,3.79e-16,-99.9,0.0,-99.0,-99.0,-99.0,11.27,0.000114999995,3.6600002e-05,3.52e-15,1.12e-15,3.15,160.65,15.19,5.42,-99.0,0.78,-99.0,150.57190256799998,2.32730239064,B,,Y,,,,,Y,
3506,b'lid_4030 ',150.373769187,2.4654133048,0.384,14.72,0.000104,2.98e-05,1.78e-15,5.0999997e-16,3.48,166.6,13.41,5.12,-99.9,8.7600005e-05,-99.9,6.48e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,8.51e-05,-99.9,2.5999998e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.41,-99.0,150.373769187,2.4654133047999998,B,Y,,,,,,,
3508,b'lid_4036 ',150.4292641,2.55642105152,0.611,14.41,0.00020499999,4.63e-05,3.51e-15,7.92e-16,4.44,192.45,37.42,8.23,-99.9,3.94e-05,-99.9,2.92e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000162,-99.9,4.96e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.86,-99.0,150.42926409999998,2.55642105152,B,,Y,,,,,,
3509,b'lid_4039 ',150.452920881,2.55174771594,0.328,11.8,0.00015800001,4.44e-05,2.7e-15,7.59e-16,3.55,171.78,27.74,7.15,-99.9,0.00016,-99.9,1.1799999e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000141,-99.9,4.31e-15,-99.9,0.0,-99.0,-99.0,-99.0,-0.28,-0.53,0.1,150.452920881,2.55174771594,B,,Y,,,,,,
3511,b'lid_4042 ',150.237939649,2.58100783341,1.121,20.96,0.00014,3.61e-05,2.39e-15,6.1700003e-16,3.87,164.79,23.2,6.58,-99.9,0.000154,-99.9,1.1399999e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000102,-99.9,3.12e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.24,150.237939649,2.5810078334099997,B,Y,,,,,,,
3513,b'lid_4053 ',150.190563658,2.65362580164,0.176,11.73,0.000168,4.1e-05,2.8699998e-15,7.01e-16,4.11,212.72,30.13,7.44,-99.9,0.00011,-99.9,8.1400004e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000171,-99.9,5.23e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.43,0.16,0.77,150.190563658,2.65362580164,B,,Y,,,,,,
3514,b'lid_4059 ',150.237488978,2.63717979853,1.517,14.44,0.000143,3.96e-05,2.45e-15,6.77e-16,3.61,191.71,23.41,6.61,-99.9,6.33e-05,-99.9,4.68e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000181,-99.9,5.54e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.38,-99.0,150.237488978,2.63717979853,B,,Y,,,Y,,,
3596,b'lid_4431 ',149.863223872,2.55094370102,0.611,12.16,0.00013,3.86e-05,2.22e-15,6.5999997e-16,3.38,226.27,21.21,6.31,-99.9,6.8e-05,-99.9,5.0300003e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000124,-99.9,3.79e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.41,-99.0,149.86322387200002,2.55094370102,B,,Y,,,,,,
3620,b'lid_4563 ',150.069288488,1.77998668648,1.453,11.96,0.000101,3.03e-05,1.73e-15,5.18e-16,3.33,171.61,13.68,5.17,-99.9,9.26e-05,-99.9,6.85e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,9.1e-05,-99.9,2.78e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.71,150.06928848799998,1.77998668648,B,,Y,,,,,,
3621,b'lid_4567 ',150.1582107,1.70788408533,0.696,17.31,8.7600005e-05,2.55e-05,1.5e-15,4.3600002e-16,3.43,180.71,11.8,4.84,-99.9,7.57e-05,-99.9,5.6e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.00010599999,-99.9,3.24e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.02,-0.25,0.65,150.15821069999998,1.70788408533,B,,Y,,,,,Y,
3629,b'lid_4601 ',150.034276979,1.72089743054,0.359,12.1,0.000128,3.47e-05,2.19e-15,5.93e-16,3.69,180.51,22.9,6.54,-99.9,0.000112,-99.9,8.29e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.00013500001,-99.9,4.13e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.8,150.034276979,1.7208974305400002,B,,Y,,,,,,
3631,b'lid_4604 ',150.039577672,1.77959881161,0.546,12.33,8.55e-05,2.79e-05,1.46e-15,4.77e-16,3.07,176.87,15.27,5.43,-99.9,6.75e-05,-99.9,4.99e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000123,-99.9,3.76e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.43,0.16,0.8,150.039577672,1.7795988116099999,B,Y,,,Y,,,,
3634,b'lid_4622 ',149.917562236,1.90172405987,0.443,12.26,8.43e-05,3.56e-05,1.4400001e-15,6.09e-16,2.36,197.31,6.29,3.69,-99.9,3.51e-05,-99.9,2.6e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,7.1999995e-05,-99.9,2.2e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.48,-99.0,149.917562236,1.9017240598700003,B,,Y,,,,,Y,
3635,b'lid_4627 ',149.982753011,1.83821201503,0.407,11.84,0.000129,3.68e-05,2.21e-15,6.29e-16,3.49,201.24,20.02,6.15,-99.9,7.26e-05,-99.9,5.37e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000115999996,-99.9,3.55e-15,-99.9,0.0,-99.0,-99.0,-99.0,0.04,-0.31,0.67,149.982753011,1.8382120150299999,B,,Y,,,,,,
3700,b'lid_4946 ',150.606725205,2.27414299492,0.611,14.28,0.000204,4.79e-05,3.49e-15,8.1899997e-16,4.26,167.53,31.86,7.63,-99.9,3.88e-05,-99.9,2.87e-16,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,0.000120000004,-99.9,3.6700002e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,0.47,-99.0,150.606725205,2.27414299492,B,,Y,,,,,,
3729,b'lid_5086 ',150.410293737,2.58718203275,0.69,-99.9,0.00014199999,-99.9,2.43e-15,-99.9,0.0,-99.0,-99.0,-99.0,11.26,5.8e-05,2.1900001e-05,4.29e-16,1.62e-16,2.65,160.69,9.9,4.48,-99.9,5.0399998e-05,-99.9,1.5399999e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-0.79,150.41029373700002,2.58718203275,B,Y,,,,,,,Y
3820,b'lid_5970 ',149.645750955,2.17117287239,0.545,-99.9,0.000172,-99.9,2.9400001e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,8.72e-05,-99.9,6.4499997e-16,-99.9,0.0,-99.0,-99.0,-99.0,17.23,0.000113,3.47e-05,3.46e-15,1.0599999e-15,3.25,149.36,15.96,5.54,-0.1,-0.46,0.45,149.645750955,2.17117287239,B,,Y,,,,,Y,
3828,b'lid_6131 ',149.904409842,1.86897826734,0.611,-99.9,0.00017,-99.9,2.9100001e-15,-99.9,0.0,-99.0,-99.0,-99.0,-99.9,8.7299995e-05,-99.9,6.46e-16,-99.9,0.0,-99.0,-99.0,-99.0,14.73,0.00014199999,3.86e-05,4.35e-15,1.1799999e-15,3.67,213.27,23.55,6.63,-99.0,-99.0,-0.22,149.904409842,1.8689782673400002,B,,Y,,,,,,
